"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.223315109E0,-6.386532784E-1,-3.746925592E-1,8.271966577E-1
6.225316984E0,-5.524620414E-1,-3.603273630E-1,7.170634270E-1
6.227318859E0,-4.279635549E-1,-3.172317147E-1,6.452373862E-1
6.229320734E0,-3.417722881E-1,-2.885012925E-1,5.398924947E-1
6.231322609E0,-2.507926226E-1,-2.549824715E-1,4.393360019E-1
6.233324484E0,-1.693897694E-1,-2.118868530E-1,3.627215624E-1
6.235326359E0,-7.841010392E-2,-1.304839998E-1,2.717418969E-1
6.237328234E0,-5.925649032E-2,-8.738835901E-2,1.999158412E-1
6.239330109E0,-6.584054790E-3,-2.035071515E-2,1.376665980E-1
6.241331984E0,1.735796221E-2,8.379706182E-3,9.935937077E-2
6.243333859E0,2.693476900E-2,3.232172132E-2,3.711012751E-2
6.245335734E0,3.651157767E-2,2.753331885E-2,-3.471592441E-2
6.247337609E0,-1.137245819E-2,3.711012751E-2,-8.259996027E-2
6.249339484E0,-3.052607179E-2,2.753331885E-2,-1.400607973E-1
6.251341359E0,-9.277531505E-2,-1.197100850E-3,-1.879448295E-1
6.253343234E0,-1.262941360E-1,-2.035071515E-2,-2.358288616E-1
6.255345109E0,-1.789665818E-1,-4.908113554E-2,-2.932897210E-1
6.257346984E0,-2.268506140E-1,-8.259996027E-2,-3.507505357E-1
6.259348859E0,-2.843114436E-1,-1.304839998E-1,-3.699041605E-1
6.261350734E0,-3.609259129E-1,-1.544260085E-1,-4.513070285E-1
6.263352609E0,-4.088099301E-1,-1.927332431E-1,-4.944026470E-1
6.265354484E0,-4.758476019E-1,-2.310404629E-1,-5.518634915E-1
6.267356359E0,-5.285200477E-1,-2.932897210E-1,-6.093243361E-1
6.269358234E0,-5.955576897E-1,-3.220201433E-1,-6.907271743E-1
6.271360109E0,-6.721721292E-1,-3.890577853E-1,-7.433996201E-1
6.273361984E0,-7.344213724E-1,-4.369418025E-1,-8.295909166E-1
6.275363859E0,-7.966706157E-1,-4.991910458E-1,-9.253589511E-1
6.277365734E0,-8.397662640E-1,-5.566518903E-1,-1.045069098E0
6.279367609E0,-9.020155072E-1,-6.236895323E-1,-1.140837073E0
6.281369484E0,-9.882067442E-1,-6.907271743E-1,-1.250970364E0
6.283371359E0,-1.055244446E0,-7.290344238E-1,-1.346738458E0
6.285373234E0,-1.146224022E0,-7.912836671E-1,-1.437718153E0
6.287375109E0,-1.241992116E0,-8.391677141E-1,-1.523909330E0
6.289376984E0,-1.337760210E0,-8.678981066E-1,-1.586158633E0
6.291378859E0,-1.438316703E0,-8.918401599E-1,-1.662773132E0
6.293380734E0,-1.524507880E0,-9.205705523E-1,-1.734599113E0
6.295382609E0,-1.629852772E0,-9.062053561E-1,-1.777694821E0
6.297384484E0,-1.749562860E0,-9.109937549E-1,-1.830367208E0
6.299386359E0,-1.850119352E0,-9.062053561E-1,-1.863885999E0
6.301388234E0,-1.955464244E0,-8.870517015E-1,-1.892616391E0
6.303390109E0,-2.065597534E0,-8.726865053E-1,-1.940500498E0
6.305391984E0,-2.166153908E0,-8.583213091E-1,-1.983596087E0
6.307393859E0,-2.281075716E0,-8.248024583E-1,-1.988384485E0
6.309395734E0,-2.362478495E0,-8.152256608E-1,-1.993172884E0
6.311397609E0,-2.424727678E0,-8.152256608E-1,-1.993172884E0
6.313399484E0,-2.491765499E0,-8.104372621E-1,-2.002749681E0
6.315401359E0,-2.554014683E0,-8.343793154E-1,-1.993172884E0
6.317403234E0,-2.606687069E0,-8.439561129E-1,-1.974019289E0
6.319405109E0,-2.659359455E0,-8.439561129E-1,-1.954865694E0
6.321406984E0,-2.692878246E0,-8.726865053E-1,-1.935712099E0
6.323408859E0,-2.726397276E0,-8.822633028E-1,-1.902193308E0
6.325410734E0,-2.788646460E0,-9.014169574E-1,-1.883039594E0
6.327412609E0,-2.817376852E0,-9.109937549E-1,-1.854309201E0
6.329414484E0,-2.831742048E0,-9.109937549E-1,-1.825578809E0
6.331416359E0,-2.889202833E0,-9.397241473E-1,-1.787271619E0
6.333418234E0,-2.922721624E0,-9.397241473E-1,-1.796848416E0
6.335420109E0,-2.984971046E0,-9.349357486E-1,-1.787271619E0
6.337421984E0,-3.018489838E0,-9.014169574E-1,-1.739387512E0
6.339423859E0,-3.071162224E0,-8.870517015E-1,-1.725022316E0
6.341425734E0,-3.109469414E0,-8.343793154E-1,-1.720233917E0
6.343427609E0,-3.128623009E0,-7.817068696E-1,-1.715445518E0
6.345429484E0,-3.181295395E0,-7.529764175E-1,-1.715445518E0
6.347431359E0,-3.195660830E0,-7.146692276E-1,-1.734599113E0
6.349433234E0,-3.224391222E0,-6.667851806E-1,-1.701080322E0
6.351435109E0,-3.229179621E0,-6.093243361E-1,-1.715445518E0
6.353436984E0,-3.214814425E0,-5.566518903E-1,-1.701080322E0
6.355438859E0,-3.186083794E0,-5.039794445E-1,-1.701080322E0
6.357440734E0,-3.152565002E0,-4.656722248E-1,-1.677138329E0
6.359442609E0,-3.099892616E0,-4.225766063E-1,-1.677138329E0
6.361444484E0,-3.052008629E0,-4.177882075E-1,-1.667561531E0
6.363446359E0,-2.980182648E0,-3.794809580E-1,-1.715445518E0
6.365448234E0,-2.970605850E0,-3.459621370E-1,-1.725022316E0
6.367450109E0,-2.917933226E0,-3.220201433E-1,-1.734599113E0
6.369451984E0,-2.865260839E0,-2.980781198E-1,-1.753752708E0
6.371453859E0,-2.836530447E0,-2.645592988E-1,-1.801636815E0
6.373455734E0,-2.779069662E0,-2.358288616E-1,-1.830367208E0
6.375457609E0,-2.735974073E0,-1.975216419E-1,-1.863885999E0
6.377459484E0,-2.688089848E0,-1.400607973E-1,-1.868674397E0
6.379461359E0,-2.640205860E0,-9.217676520E-2,-1.883039594E0
6.381463234E0,-2.587533474E0,-2.992752194E-2,-1.873462796E0
6.383465109E0,-2.554014683E0,5.147533491E-2,-1.873462796E0
6.385466984E0,-2.515707493E0,1.233013868E-1,-1.835155606E0
6.387468859E0,-2.486977100E0,1.999158412E-1,-1.787271619E0
6.389470734E0,-2.453458309E0,2.717418969E-1,-1.744175911E0
6.391472609E0,-2.453458309E0,3.579331636E-1,-1.705868721E0
6.393474484E0,-2.439092875E0,4.153940082E-1,-1.672349930E0
6.395476359E0,-2.429516077E0,5.015852451E-1,-1.576581836E0
6.397478234E0,-2.424727678E0,5.638344884E-1,-1.523909330E0
6.399480109E0,-2.405574083E0,5.877765417E-1,-1.432929754E0
6.401481984E0,-2.381632090E0,6.787561774E-1,-1.370680451E0
6.403483859E0,-2.400785685E0,7.266402245E-1,-1.327584863E0
6.405485734E0,-2.410362482E0,7.745242715E-1,-1.279700756E0
6.407487609E0,-2.405574083E0,8.224082589E-1,-1.227028370E0
6.409489484E0,-2.386420488E0,8.655039072E-1,-1.207874775E0
6.411491359E0,-2.372055292E0,9.038111567E-1,-1.198297977E0
6.413493234E0,-2.352901697E0,9.277531505E-1,-1.150413871E0
6.415495109E0,-2.357690096E0,9.373299479E-1,-1.145625472E0
6.417496984E0,-2.343324900E0,9.516952038E-1,-1.174355984E0
6.419498859E0,-2.352901697E0,9.612720013E-1,-1.140837073E0
6.421500734E0,-2.343324900E0,9.325415492E-1,-1.164779186E0
6.423502609E0,-2.343324900E0,9.469067454E-1,-1.164779186E0
6.425504484E0,-2.352901697E0,9.469067454E-1,-1.169567585E0
6.427506359E0,-2.391208887E0,9.325415492E-1,-1.217451572E0
6.429508234E0,-2.410362482E0,9.373299479E-1,-1.241393566E0
6.431510109E0,-2.424727678E0,9.229647517E-1,-1.308431268E0
6.433511984E0,-2.458246708E0,9.277531505E-1,-1.341950059E0
6.435513859E0,-2.477400303E0,9.133879542E-1,-1.385045648E0
6.437515734E0,-2.472611904E0,9.229647517E-1,-1.423352957E0
6.439517609E0,-2.496553898E0,9.277531505E-1,-1.485602140E0
6.441519484E0,-2.501342297E0,9.516952038E-1,-1.538274646E0
6.443521359E0,-2.496553898E0,9.852139950E-1,-1.562216640E0
6.445523234E0,-2.472611904E0,1.023521185E0,-1.562216640E0
6.447525109E0,-2.458246708E0,1.061828494E0,-1.552639842E0
6.449526984E0,-2.415150881E0,1.119289279E0,-1.571793437E0
6.451528859E0,-2.362478495E0,1.205480576E0,-1.543063045E0
6.453530734E0,-2.319382906E0,1.286883354E0,-1.480813742E0
6.455532609E0,-2.271498919E0,1.392228246E0,-1.495178938E0
6.457534484E0,-2.209249735E0,1.497573137E0,-1.456871748E0
6.459536359E0,-2.123058319E0,1.631648421E0,-1.418564558E0
6.461538234E0,-2.036867142E0,1.732204914E0,-1.385045648E0
6.463540109E0,-1.945887446E0,1.842338204E0,-1.361103654E0
6.465541984E0,-1.859696150E0,1.942894697E0,-1.294066072E0
6.467543859E0,-1.735197663E0,2.053027868E0,-1.255758762E0
6.469545734E0,-1.605910778E0,2.120065689E0,-1.183932781E0
6.471547609E0,-1.467047095E0,2.215833664E0,-1.107318282E0
6.473549484E0,-1.323395014E0,2.316390038E0,-1.049857497E0
6.475551359E0,-1.198896527E0,2.388216257E0,-9.493009448E-1
6.477553234E0,-1.055244446E0,2.507926226E0,-8.535329103E-1
6.479555109E0,-9.163807034E-1,2.603694439E0,-7.529764175E-1
6.481556984E0,-7.439981699E-1,2.689885616E0,-6.811503768E-1
6.483558859E0,-5.955576897E-1,2.795230389E0,-6.141127348E-1
6.485560734E0,-4.231751561E-1,2.890998602E0,-5.279214978E-1
6.487562609E0,-2.555810213E-1,2.991554976E0,-4.656722248E-1
6.489564484E0,-1.023521200E-1,3.058592558E0,-4.608838260E-1
6.491566359E0,4.608838260E-2,3.149572372E0,-4.082113802E-1
6.493568234E0,1.993172914E-1,3.235763550E0,-3.842693865E-1
6.495570109E0,3.142389655E-1,3.321954966E0,-3.746925592E-1
6.497571984E0,4.195838571E-1,3.436876535E0,-3.603273630E-1
6.499573859E0,5.009866953E-1,3.551798105E0,-3.938461840E-1
6.501575734E0,5.728127360E-1,3.676296711E0,-4.034229815E-1
6.503577609E0,6.350619793E-1,3.781641483E0,-4.560954273E-1
6.505579484E0,6.494272351E-1,3.891774893E0,-4.896142483E-1
6.507581359E0,6.494272351E-1,4.011485100E0,-5.183446407E-1
6.509583234E0,6.350619793E-1,4.116829872E0,-5.422866940E-1
6.511585109E0,5.967547894E-1,4.212597847E0,-5.662286878E-1
6.513586984E0,5.584475398E-1,4.341884613E0,-5.710170865E-1
6.515588859E0,5.057750940E-1,4.490325451E0,-5.422866940E-1
6.517590734E0,4.243722558E-1,4.638765812E0,-5.087678432E-1
6.519592609E0,3.429693878E-1,4.811148167E0,-4.656722248E-1
6.521594484E0,2.663549483E-1,4.964377403E0,-4.082113802E-1
6.523596359E0,2.280477136E-1,5.175066948E0,-3.363853395E-1
6.525598234E0,2.136825025E-1,5.347449303E0,-2.406172752E-1
6.527600109E0,2.280477136E-1,5.529408932E0,-1.448491961E-1
6.529601984E0,2.663549483E-1,5.687426090E0,-2.035071515E-2
6.531603859E0,3.094505668E-1,5.792770863E0,1.185129806E-1
6.533605734E0,3.716998100E-1,5.950788498E0,2.813186944E-1
6.535607609E0,4.578910768E-1,6.075286865E0,4.297592044E-1
6.537609484E0,5.680243373E-1,6.218938828E0,5.829881430E-1
6.539611359E0,7.068880796E-1,6.362590790E0,7.697358727E-1
6.541613234E0,8.553285599E-1,6.491878033E0,9.277531505E-1
6.543615109E0,1.003769040E0,6.645106792E0,1.114500880E0
6.545616984E0,1.209670424E0,6.788758755E0,1.282094955E0
6.547618859E0,1.401206493E0,6.994660378E0,1.430535555E0
6.549620734E0,1.592742682E0,7.205349922E0,1.593341231E0
6.551622609E0,1.769913554E0,7.382521152E0,1.736993313E0
6.553624484E0,1.903988957E0,7.626729488E0,1.885433793E0
6.555626359E0,2.009333849E0,7.827842236E0,1.976413488E0
6.557628234E0,2.095525026E0,8.038532257E0,2.129642487E0
6.559630109E0,2.167351007E0,8.220491409E0,2.225410461E0
6.561631984E0,2.224812031E0,8.378508568E0,2.325966835E0
6.563633859E0,2.263119221E0,8.512583733E0,2.402581453E0
6.565635734E0,2.282272816E0,8.613141060E0,2.445677042E0
6.567637609E0,2.320580006E0,8.665813446E0,2.450465441E0
6.569639484E0,2.330156803E0,8.675390244E0,2.455253839E0
6.571641359E0,2.373252392E0,8.732851028E0,2.469619036E0
6.573643234E0,2.430713177E0,8.761581421E0,2.469619036E0
6.575645109E0,2.488174200E0,8.828619003E0,2.536656618E0
6.577646984E0,2.574365377E0,8.919598579E0,2.565387011E0
6.579648859E0,2.660556555E0,9.058462143E0,2.642001629E0
6.581650734E0,2.732382774E0,9.264363289E0,2.756923199E0
6.583652609E0,2.832939148E0,9.532513618E0,2.943670988E0
6.585654484E0,2.919130325E0,9.867702484E0,3.178302765E0
6.587656359E0,3.048417330E0,1.024598598E1,3.446453333E0
6.589658234E0,3.211223125E0,1.063863564E1,3.791218281E0
6.591660109E0,3.421912670E0,1.098818874E1,4.159925461E0
6.593661984E0,3.680486679E0,1.133295345E1,4.519055843E0
6.595663859E0,3.963002443E0,1.163462353E1,4.926070213E0
6.597665734E0,4.279036999E0,1.191235065E1,5.409698963E0
6.599667609E0,4.666897774E0,1.219007778E1,5.922058105E0
6.601669484E0,5.112219334E0,1.249174690E1,6.534973621E0
6.603671359E0,5.595848083E0,1.282693577E1,7.181407928E0
6.605673234E0,6.122572422E0,1.314775848E1,7.947552681E0
6.607675109E0,6.639719963E0,1.354519653E1,8.780735016E0
6.609676984E0,7.161655903E0,1.392348003E1,9.642647743E0
6.611678859E0,7.707533836E0,1.434007072E1,1.052371311E1
6.613680734E0,8.248623848E0,1.474708557E1,1.140477943E1
6.615682609E0,8.832808495E0,1.509663868E1,1.223796177E1
6.617684484E0,9.407417297E0,1.538873100E1,1.302326012E1
6.619686359E0,9.924564362E0,1.565209389E1,1.379419327E1
6.621688234E0,1.046086597E1,1.590587902E1,1.450766563E1
6.623690109E0,1.091097546E1,1.613572311E1,1.516367626E1
6.625691984E0,1.131799030E1,1.640866089E1,1.576222706E1
6.627693859E0,1.166754341E1,1.663371658E1,1.630810547E1
6.629695734E0,1.197400093E1,1.694496346E1,1.676300240E1
6.631697609E0,1.223257542E1,1.723705482E1,1.716522980E1
6.633699484E0,1.241453457E1,1.747647476E1,1.748605156E1
6.635701359E0,1.256776333E1,1.777814484E1,1.771589470E1
6.637703234E0,1.264437771E1,1.804150772E1,1.785954666E1
6.639705109E0,1.266831970E1,1.825219727E1,1.790743256E1
6.641706984E0,1.263480091E1,1.846767426E1,1.786912346E1
6.643708859E0,1.255818653E1,1.865921021E1,1.779250908E1
6.645710734E0,1.242889977E1,1.882201576E1,1.765364647E1
6.647712609E0,1.223257542E1,1.894651604E1,1.748605156E1
6.649714484E0,1.200751972E1,1.904228401E1,1.727057457E1
6.651716359E0,1.172979259E1,1.910932159E1,1.705988503E1
6.653718234E0,1.136587429E1,1.916199303E1,1.687792397E1
6.655720109E0,1.101153183E1,1.917156982E1,1.666244698E1
6.657721984E0,1.067634392E1,1.913326263E1,1.649964142E1
6.659723859E0,1.031242561E1,1.909974480E1,1.632725906E1
6.661725734E0,9.996390343E0,1.898482323E1,1.617881775E1
6.663727609E0,9.670779228E0,1.887468910E1,1.608304977E1
6.665729484E0,9.335591316E0,1.873582458E1,1.596333981E1
6.667731359E0,9.053074837E0,1.860653877E1,1.592024422E1
6.669733234E0,8.746617317E0,1.849640465E1,1.586278343E1
6.671735109E0,8.468890190E0,1.836711884E1,1.581489944E1
6.673736984E0,8.272565842E0,1.824262047E1,1.580532265E1
6.675738859E0,8.095394135E0,1.810854530E1,1.580053425E1
6.677740734E0,7.990049839E0,1.798404694E1,1.581489944E1
6.679742609E0,7.899069786E0,1.784518242E1,1.583884144E1
6.681744484E0,7.832032204E0,1.768716431E1,1.585799503E1
6.683746359E0,7.798513412E0,1.754830170E1,1.582926464E1
6.685748234E0,7.731475830E0,1.738070679E1,1.580053425E1
6.687750109E0,7.630919456E0,1.724663162E1,1.573349667E1
6.689751984E0,7.515997887E0,1.709340286E1,1.568561268E1
6.691753859E0,7.386710644E0,1.697848129E1,1.558505630E1
6.693755734E0,7.281365871E0,1.686355972E1,1.547971153E1
6.695757609E0,7.137713909E0,1.677736855E1,1.534084702E1
6.697759484E0,6.998850346E0,1.671990776E1,1.519240665E1
6.699761359E0,6.855197906E0,1.669596481E1,1.502002430E1
6.701763234E0,6.692392349E0,1.668160057E1,1.480933475E1
6.703765109E0,6.524798393E0,1.668160057E1,1.456033802E1
6.705766984E0,6.338050365E0,1.665765762E1,1.427303314E1
6.707768859E0,6.141726017E0,1.663850403E1,1.401924801E1
6.709770734E0,5.931035995E0,1.663371658E1,1.377025127E1
6.711772609E0,5.725134850E0,1.658104324E1,1.353083134E1
6.713774484E0,5.533598900E0,1.654273605E1,1.332971764E1
6.715776359E0,5.346850872E0,1.646133423E1,1.321000767E1
6.717778234E0,5.227140903E0,1.636077690E1,1.309508610E1
6.719780109E0,5.155314922E0,1.626500893E1,1.301847172E1
6.721781984E0,5.117007732E0,1.612135696E1,1.294185734E1
6.723783859E0,5.145738125E0,1.597291660E1,1.285566616E1
6.725785734E0,5.217564106E0,1.577180386E1,1.281735897E1
6.727787609E0,5.313332081E0,1.552759552E1,1.271680260E1
6.729789484E0,5.437830448E0,1.528338623E1,1.266891861E1
6.731791359E0,5.567117691E0,1.499608231E1,1.256357384E1
6.733793234E0,5.701192856E0,1.468483639E1,1.244386292E1
6.735795109E0,5.796960831E0,1.435922432E1,1.230499935E1
6.737796984E0,5.863998413E0,1.402403641E1,1.213740540E1
6.739798859E0,5.892728806E0,1.366969490E1,1.194586945E1
6.741800734E0,5.883152008E0,1.333929443E1,1.172081470E1
6.743802609E0,5.830479622E0,1.302326012E1,1.146224022E1
6.745804484E0,5.744288445E0,1.270243740E1,1.117493629E1
6.747806359E0,5.672462463E0,1.237682533E1,1.085411358E1
6.749808234E0,5.528810501E0,1.206557941E1,1.050455952E1
6.751810109E0,5.380369663E0,1.174954510E1,1.011669922E1
6.753811984E0,5.236717701E0,1.145266342E1,9.728838921E0
6.755813859E0,5.021239281E0,1.116535950E1,9.345766068E0
6.757815734E0,4.824914932E0,1.086369038E1,8.905233383E0
6.759817609E0,4.590283394E0,1.057638645E1,8.507795334E0
6.761819484E0,4.417900562E0,1.030344677E1,8.091204643E0
6.763821359E0,4.173692226E0,1.001135445E1,7.684190273E0
6.765823234E0,3.953425646E0,9.738415718E0,7.291541100E0
6.767825109E0,3.771466255E0,9.465476036E0,6.918045998E0
6.769826984E0,3.546411276E0,9.178172112E0,6.568492413E0
6.771828859E0,3.326144695E0,8.910021782E0,6.228515625E0
6.773830734E0,3.139396906E0,8.641871452E0,5.965153694E0
6.775832609E0,2.923918724E0,8.388085365E0,5.687426090E0
6.777834484E0,2.737171173E0,8.091204643E0,5.457582951E0
6.779836359E0,2.512116194E0,7.851784706E0,5.242104530E0
6.781838234E0,2.263119221E0,7.631517887E0,5.036203384E0
6.783840109E0,1.942296147E0,7.396886349E0,4.835090160E0
6.785841984E0,1.554435492E0,7.210138321E0,4.672284603E0
6.787843859E0,1.104325533E0,7.037755966E0,4.495113850E0
6.789845734E0,6.254851818E-1,6.918045998E0,4.432864666E0
6.791847609E0,9.397241473E-2,6.788758755E0,4.380191803E0
6.793849484E0,-4.375403523E-1,6.683413982E0,4.351461411E0
6.795851359E0,-9.642647505E-1,6.597222805E0,4.404133797E0
6.797853234E0,-1.423951507E0,6.496666431E0,4.504690647E0
6.799855109E0,-1.864484549E0,6.415263653E0,4.614823818E0
6.801856984E0,-2.218826532E0,6.353013992E0,4.782417774E0
6.803858859E0,-2.506130695E0,6.271611214E0,4.988319397E0
6.805860734E0,-2.731185675E0,6.190208435E0,5.203797340E0
6.807862609E0,-2.884414434E0,6.137536049E0,5.433640957E0
6.809864484E0,-2.932298422E0,6.132747650E0,5.668272495E0
6.811866359E0,-2.893991232E0,6.118382454E0,5.840654850E0
6.813868234E0,-2.798223257E0,6.084863663E0,5.989095688E0
6.815870109E0,-2.644994259E0,6.084863663E0,6.137536049E0
6.817871984E0,-2.419939280E0,6.108805656E0,6.266822815E0
6.819873859E0,-2.185307503E0,6.060921669E0,6.242880821E0
6.821875734E0,-1.893214941E0,5.965153694E0,6.204573631E0
6.823877609E0,-1.605910778E0,5.902904510E0,6.228515625E0
6.825879484E0,-1.304241419E0,5.787982464E0,6.214150429E0
6.827881359E0,-9.498994946E-1,5.764040470E0,6.262034416E0
6.829883234E0,-5.620388389E-1,5.706579685E0,6.252457619E0
6.831885109E0,-1.598129570E-1,5.735310078E0,6.309918404E0
6.833886984E0,2.663549483E-1,5.759252071E0,6.295553207E0
6.835888859E0,6.925228238E-1,5.783194065E0,6.295553207E0
6.837890734E0,1.133055925E0,5.797559261E0,6.324283600E0
6.839892609E0,1.568800688E0,5.807136059E0,6.353013992E0
6.841894484E0,1.975814939E0,5.802347660E0,6.357802391E0
6.843896359E0,2.373252392E0,5.835866451E0,6.405686855E0
6.845898234E0,2.789843559E0,5.797559261E0,6.415263653E0
6.847900109E0,3.187281132E0,5.807136059E0,6.415263653E0
6.849901984E0,3.575141668E0,5.831078053E0,6.482301235E0
6.851903859E0,3.939060450E0,5.898116112E0,6.496666431E0
6.853905734E0,4.288613796E0,5.946000099E0,6.496666431E0
6.855907609E0,4.575918198E0,5.979518890E0,6.491878033E0
6.857909484E0,4.882375717E0,5.907692909E0,6.367379189E0
6.859911359E0,5.222352505E0,5.840654850E0,6.242880821E0
6.861913234E0,5.447407246E0,5.716156483E0,6.056133270E0
6.863915109E0,5.567117691E0,5.653907299E0,5.993884087E0
6.865916984E0,5.514444828E0,5.725733280E0,6.041768074E0
6.867918859E0,5.342062473E0,5.802347660E0,6.166266441E0
6.869920734E0,5.279813290E0,5.716156483E0,6.161478043E0
6.871922609E0,5.231929302E0,5.634753704E0,6.108805656E0
6.873924484E0,5.179256916E0,5.577292919E0,6.051344872E0
6.875926359E0,5.117007732E0,5.404910564E0,5.883750439E0
6.877928234E0,4.968566895E0,5.251681328E0,5.668272495E0
6.879930109E0,4.868010521E0,5.165490150E0,5.481524944E0
6.881931984E0,4.642955780E0,4.940435410E0,5.275623322E0
6.883933859E0,4.326920986E0,4.748898983E0,5.069722176E0
6.885935734E0,3.919906616E0,4.696226597E0,4.954800606E0
6.887937609E0,3.397970676E0,4.557363033E0,4.863820553E0
6.889939484E0,2.876034737E0,4.600458622E0,4.835090160E0
6.891941359E0,2.311003208E0,4.576516628E0,4.825513363E0
6.893943234E0,1.803432465E0,4.672284603E0,4.825513363E0
6.895945109E0,1.295861721E0,4.720168591E0,4.835090160E0
6.897946984E0,8.361749649E-1,4.787206173E0,4.863820553E0
6.899948859E0,4.339490533E-1,4.887762547E0,4.930858612E0
6.901950734E0,1.179144308E-1,4.926070213E0,4.950012207E0
6.903952609E0,-1.933317930E-1,4.906916618E0,4.969165802E0
6.905954484E0,-4.183867574E-1,4.868608952E0,5.040991783E0
6.907956359E0,-5.907692909E-1,4.820724964E0,5.074510574E0
6.909958234E0,-6.817489266E-1,4.744110584E0,5.064933777E0
6.911960109E0,-7.248445749E-1,4.590881824E0,5.112817764E0
6.913961984E0,-6.769605279E-1,4.495113850E0,5.088875771E0
6.915963859E0,-5.668272376E-1,4.375403404E0,5.103240967E0
6.917965734E0,-3.752911091E-1,4.303577423E0,5.122394562E0
6.919967609E0,-1.119289324E-1,4.222174644E0,5.179855347E0
6.921969484E0,1.657984704E-1,4.203021049E0,5.251681328E0
6.923971359E0,4.818331003E-1,4.217386246E0,5.371391296E0
6.925973234E0,7.882909179E-1,4.226963043E0,5.500678539E0
6.927975109E0,1.147421122E0,4.270058632E0,5.663484097E0
6.929976984E0,1.477820992E0,4.337096214E0,5.941211700E0
6.931978859E0,1.755548358E0,4.576516628E0,6.520608425E0
6.933980734E0,2.100313425E0,4.959589005E0,6.980295181E0
6.935982609E0,2.473809004E0,5.064933777E0,6.750451565E0
6.937984484E0,2.823362350E0,5.060145378E0,6.506243229E0
6.939986359E0,3.139396906E0,5.017049789E0,6.300341606E0
6.941988234E0,3.508104086E0,4.973954201E0,6.051344872E0
6.943990109E0,3.828927040E0,4.921281815E0,5.807136059E0
6.945991984E0,4.121019840E0,4.820724964E0,5.596446514E0
6.947993859E0,4.393958569E0,4.739322186E0,5.414487362E0
6.949995734E0,4.676474571E0,4.677073002E0,5.242104530E0
6.951997609E0,4.853645325E0,4.576516628E0,5.151124954E0
6.953999484E0,5.006874084E0,4.456806660E0,5.122394562E0
6.956001359E0,5.174468517E0,4.437653065E0,5.031414986E0
6.958003234E0,5.241506100E0,4.337096214E0,5.007472992E0
6.960005109E0,5.294178486E0,4.260481834E0,5.017049789E0
6.962006984E0,5.389946461E0,4.260481834E0,5.012261391E0
6.964008859E0,5.495291233E0,4.250905037E0,4.930858612E0
6.966010734E0,5.543175697E0,4.284423828E0,4.906916618E0
6.968012609E0,5.562329292E0,4.207809448E0,4.926070213E0
6.970014484E0,5.485714436E0,4.092887878E0,4.988319397E0
6.972016359E0,5.543175697E0,4.193444252E0,5.031414986E0
6.974018234E0,5.509656429E0,4.255693436E0,5.127182961E0
6.976020109E0,5.490502834E0,4.274847031E0,5.232527733E0
6.978021984E0,5.615001678E0,4.317942619E0,5.299565315E0
6.980023859E0,5.480926037E0,4.370615005E0,5.438429356E0
6.982025734E0,5.227140903E0,4.490325451E0,5.562927723E0
6.984027609E0,5.006874084E0,4.662707806E0,5.606023312E0
6.986029484E0,4.709993362E0,4.739322186E0,5.711368084E0
6.988031359E0,4.393958569E0,4.791994572E0,5.768828869E0
6.990033234E0,4.106654644E0,4.811148167E0,5.821501255E0
6.992035109E0,3.804985046E0,4.739322186E0,5.850231647E0
6.994036984E0,3.484162092E0,4.600458622E0,5.946000099E0
6.996038859E0,3.177704096E0,4.452018261E0,6.046556473E0
6.998040734E0,2.799420357E0,4.361038208E0,6.123170853E0
7.000042609E0,2.445078373E0,4.279635429E0,6.171054840E0
7.002044484E0,2.109890223E0,4.236539841E0,6.099228859E0
7.004046359E0,1.817797661E0,4.140771866E0,6.036979675E0
7.006048234E0,1.621473074E0,4.068945885E0,5.974730492E0
7.008050109E0,1.444302201E0,3.987542868E0,5.922058105E0
7.010051984E0,1.372476101E0,3.930082083E0,5.926846504E0
7.012053859E0,1.295861721E0,3.815160513E0,5.902904510E0
7.014055734E0,1.310226917E0,3.700238705E0,5.912481308E0
7.016057609E0,1.338957310E0,3.599682331E0,5.950788498E0
7.018059484E0,1.401206493E0,3.475183725E0,5.931634903E0
7.020061359E0,1.482609391E0,3.403357744E0,5.883750439E0
7.022063234E0,1.568800688E0,3.350685358E0,5.850231647E0
7.024065109E0,1.640626669E0,3.264493942E0,5.831078053E0
7.026066984E0,1.674145579E0,3.207033157E0,5.811924458E0
7.028068859E0,1.702875972E0,3.163937569E0,5.802347660E0
7.030070734E0,1.698087573E0,3.116053581E0,5.787982464E0
7.032072609E0,1.654991984E0,3.072957993E0,5.826289654E0
7.034074484E0,1.597531080E0,3.039438963E0,5.859808445E0
7.036076359E0,1.568800688E0,3.010708570E0,5.878962040E0
7.038078234E0,1.506551385E0,3.005920172E0,5.926846504E0
7.040080109E0,1.477820992E0,2.972401381E0,5.955576897E0
7.042081984E0,1.501762986E0,2.924517393E0,5.989095688E0
7.044083859E0,1.621473074E0,2.862268209E0,6.022614479E0
7.046085734E0,1.817797661E0,2.823961020E0,6.118382454E0
7.048087609E0,2.152985811E0,2.790441990E0,6.281188011E0
7.050089484E0,2.603095770E0,2.800018787E0,6.448782444E0
7.052091359E0,3.077147722E0,2.828749418E0,6.731297970E0
7.054093234E0,3.551199675E0,2.934094191E0,6.970718384E0
